3.170000000000000000e+02;6.270000000000000000e+02;3.509000000000000341e+01
2.429000000000000000e+03;6.260000000000000000e+02;6.100000000000000000e+01
3.187000000000000000e+03;6.250000000000000000e+02;1.525000000000000000e+02
1.812000000000000000e+03;6.240000000000000000e+02;1.500000000000000000e+02
3.267000000000000000e+03;6.230000000000000000e+02;1.352899999999999920e+02
2.691000000000000000e+03;6.220000000000000000e+02;9.101000000000000512e+01
2.860000000000000000e+03;6.210000000000000000e+02;1.325000000000000000e+02
2.888000000000000000e+03;6.200000000000000000e+02;1.285000000000000000e+02
3.760000000000000000e+02;6.190000000000000000e+02;1.225000000000000000e+02
1.262000000000000000e+03;6.180000000000000000e+02;8.506999999999999318e+01
2.263000000000000000e+03;6.170000000000000000e+02;1.275000000000000000e+02
2.508000000000000000e+03;6.160000000000000000e+02;1.275000000000000000e+02
3.212000000000000000e+03;6.150000000000000000e+02;1.525000000000000000e+02
4.750000000000000000e+02;6.140000000000000000e+02;1.075000000000000000e+02
1.265000000000000000e+03;6.130000000000000000e+02;9.001000000000000512e+01
1.101000000000000000e+03;6.120000000000000000e+02;8.987999999999999545e+01
2.265000000000000000e+03;6.110000000000000000e+02;1.225000000000000000e+02
1.753000000000000000e+03;6.100000000000000000e+02;1.225000000000000000e+02
8.970000000000000000e+02;6.090000000000000000e+02;1.500000000000000000e+02
8.410000000000000000e+02;6.080000000000000000e+02;1.275000000000000000e+02
1.060000000000000000e+03;6.070000000000000000e+02;4.000000000000000000e+01
6.180000000000000000e+02;6.060000000000000000e+02;1.275000000000000000e+02
4.000000000000000000e+01;6.050000000000000000e+02;1.200000000000000000e+02
2.718000000000000000e+03;6.040000000000000000e+02;3.100000000000000000e+01
2.039000000000000000e+03;6.030000000000000000e+02;1.040900000000000034e+02
2.332000000000000000e+03;6.020000000000000000e+02;1.425000000000000000e+02
2.672000000000000000e+03;6.010000000000000000e+02;1.050100000000000051e+02
3.790000000000000000e+02;6.000000000000000000e+02;1.195000000000000000e+02
3.100000000000000000e+02;5.990000000000000000e+02;1.835600000000000023e+02
1.150000000000000000e+03;5.980000000000000000e+02;1.155000000000000000e+02
3.019000000000000000e+03;5.970000000000000000e+02;1.125000000000000000e+02
7.830000000000000000e+02;5.960000000000000000e+02;1.225000000000000000e+02
1.753000000000000000e+03;5.950000000000000000e+02;1.225000000000000000e+02
3.242000000000000000e+03;5.940000000000000000e+02;1.990000000000000000e+02
1.585000000000000000e+03;5.930000000000000000e+02;1.405000000000000000e+02
1.640000000000000000e+02;5.920000000000000000e+02;1.275000000000000000e+02
2.963000000000000000e+03;5.910000000000000000e+02;8.600000000000000000e+01
1.050000000000000000e+03;5.900000000000000000e+02;2.650000000000000000e+02
1.418000000000000000e+03;5.890000000000000000e+02;1.175000000000000000e+02
1.688000000000000000e+03;5.880000000000000000e+02;2.045000000000000000e+02
2.717000000000000000e+03;5.870000000000000000e+02;9.600000000000000000e+01
2.257000000000000000e+03;5.860000000000000000e+02;1.775000000000000000e+02
1.249000000000000000e+03;5.850000000000000000e+02;3.850000000000000000e+02
1.982000000000000000e+03;5.840000000000000000e+02;1.285000000000000000e+02
3.101000000000000000e+03;5.830000000000000000e+02;2.075000000000000000e+02
1.220000000000000000e+02;5.820000000000000000e+02;1.275000000000000000e+02
2.228000000000000000e+03;5.810000000000000000e+02;9.300000000000000000e+01
6.840000000000000000e+02;5.800000000000000000e+02;1.125000000000000000e+02
4.110000000000000000e+02;5.790000000000000000e+02;8.200000000000000000e+01
2.798000000000000000e+03;5.780000000000000000e+02;1.175000000000000000e+02
1.913000000000000000e+03;5.770000000000000000e+02;2.020000000000000000e+02
2.120000000000000000e+02;5.760000000000000000e+02;8.900000000000000000e+01
1.384000000000000000e+03;5.750000000000000000e+02;1.200000000000000000e+02
1.953000000000000000e+03;5.740000000000000000e+02;1.125000000000000000e+02
2.378000000000000000e+03;5.730000000000000000e+02;6.300000000000000000e+01
1.720000000000000000e+03;5.720000000000000000e+02;1.025000000000000000e+02
2.794000000000000000e+03;5.710000000000000000e+02;9.600000000000000000e+01
3.185000000000000000e+03;5.700000000000000000e+02;1.520000000000000000e+02
2.015000000000000000e+03;5.690000000000000000e+02;8.500000000000000000e+01
1.190000000000000000e+03;5.680000000000000000e+02;1.325500000000000114e+02
6.990000000000000000e+02;5.670000000000000000e+02;1.375000000000000000e+02
1.243000000000000000e+03;5.660000000000000000e+02;1.410000000000000000e+02
3.177000000000000000e+03;5.650000000000000000e+02;1.510000000000000000e+02
2.101000000000000000e+03;5.640000000000000000e+02;1.300000000000000000e+02
1.506000000000000000e+03;5.630000000000000000e+02;1.275000000000000000e+02
1.579000000000000000e+03;5.620000000000000000e+02;1.065000000000000000e+02
2.461000000000000000e+03;5.610000000000000000e+02;9.698999999999999488e+01
7.590000000000000000e+02;5.600000000000000000e+02;9.000000000000000000e+01
2.022000000000000000e+03;5.590000000000000000e+02;1.440000000000000000e+02
1.360000000000000000e+03;5.580000000000000000e+02;1.225000000000000000e+02
0.000000000000000000e+00;5.570000000000000000e+02;1.450000000000000000e+02
1.150000000000000000e+02;5.560000000000000000e+02;1.000000000000000000e+02
2.483000000000000000e+03;5.550000000000000000e+02;1.225000000000000000e+02
3.112000000000000000e+03;5.540000000000000000e+02;9.600000000000000000e+01
2.768000000000000000e+03;5.530000000000000000e+02;1.000000000000000000e+02
2.106000000000000000e+03;5.520000000000000000e+02;4.050000000000000000e+02
2.654000000000000000e+03;5.510000000000000000e+02;1.145000000000000000e+02
1.000000000000000000e+00;5.500000000000000000e+02;1.325000000000000000e+02
3.150000000000000000e+03;5.490000000000000000e+02;1.427299999999999898e+02
2.440000000000000000e+02;5.480000000000000000e+02;1.060000000000000000e+02
8.980000000000000000e+02;5.470000000000000000e+02;1.200000000000000000e+02
7.660000000000000000e+02;5.460000000000000000e+02;1.125000000000000000e+02
2.087000000000000000e+03;5.450000000000000000e+02;1.050000000000000000e+02
4.070000000000000000e+02;5.440000000000000000e+02;1.165000000000000000e+02
1.776000000000000000e+03;5.430000000000000000e+02;1.275000000000000000e+02
8.150000000000000000e+02;5.420000000000000000e+02;1.175000000000000000e+02
2.130000000000000000e+03;5.410000000000000000e+02;1.325200000000000102e+02
1.293000000000000000e+03;5.400000000000000000e+02;1.275000000000000000e+02
1.211000000000000000e+03;5.390000000000000000e+02;4.900000000000000000e+01
1.682000000000000000e+03;5.380000000000000000e+02;1.025000000000000000e+02
2.600000000000000000e+01;5.370000000000000000e+02;8.600000000000000000e+01
2.085000000000000000e+03;5.360000000000000000e+02;2.475000000000000000e+02
2.156000000000000000e+03;5.350000000000000000e+02;1.425000000000000000e+02
1.088000000000000000e+03;5.340000000000000000e+02;1.275000000000000000e+02
1.381000000000000000e+03;5.330000000000000000e+02;1.675000000000000000e+02
2.302000000000000000e+03;5.320000000000000000e+02;1.025000000000000000e+02
1.236000000000000000e+03;5.310000000000000000e+02;1.775000000000000000e+02
1.484000000000000000e+03;5.300000000000000000e+02;1.477599999999999909e+02
2.150000000000000000e+02;5.290000000000000000e+02;1.175000000000000000e+02
2.380000000000000000e+02;5.280000000000000000e+02;5.100000000000000000e+01
1.057000000000000000e+03;5.270000000000000000e+02;1.225000000000000000e+02
3.980000000000000000e+02;5.260000000000000000e+02;1.225000000000000000e+02
8.430000000000000000e+02;5.250000000000000000e+02;1.325000000000000000e+02
1.675000000000000000e+03;5.240000000000000000e+02;4.100000000000000000e+01
1.459000000000000000e+03;5.230000000000000000e+02;5.017699999999999818e+02
1.000000000000000000e+03;5.220000000000000000e+02;1.231500000000000057e+02
1.898000000000000000e+03;5.210000000000000000e+02;3.310000000000000142e+01
5.210000000000000000e+02;5.200000000000000000e+02;1.825000000000000000e+02
7.840000000000000000e+02;5.190000000000000000e+02;7.100000000000000000e+01
8.760000000000000000e+02;5.180000000000000000e+02;4.700000000000000000e+01
2.317000000000000000e+03;5.170000000000000000e+02;1.675000000000000000e+02
2.139000000000000000e+03;5.160000000000000000e+02;2.041100000000000136e+02
9.540000000000000000e+02;5.150000000000000000e+02;1.244899999999999949e+02
2.930000000000000000e+03;5.140000000000000000e+02;1.325500000000000114e+02
1.189000000000000000e+03;5.130000000000000000e+02;3.300000000000000000e+01
3.010000000000000000e+03;5.120000000000000000e+02;1.330399999999999920e+02
1.623000000000000000e+03;5.110000000000000000e+02;2.125000000000000000e+02
8.020000000000000000e+02;5.100000000000000000e+02;1.145000000000000000e+02
6.470000000000000000e+02;5.090000000000000000e+02;1.525000000000000000e+02
